years_experience,education_level,project_count,resume_length,github_activity,shortlisted
13,High School,13,826,462,Yes
7,Masters,11,654,427,Yes
14,High School,13,578,400,Yes
4,Bachelors,9,325,238,Yes
10,Bachelors,13,692,419,Yes
9,Bachelors,15,728,283,Yes
10,Bachelors,13,552,440,Yes
4,Bachelors,7,366,267,No
5,Masters,4,703,101,No
13,Masters,13,644,525,Yes
1,Bachelors,5,383,149,No
0,Bachelors,5,468,106,No
0,Bachelors,5,491,121,No
5,Masters,2,363,142,No
12,Masters,24,729,605,Yes
6,Masters,5,687,64,No
1,High School,0,426,0,No
7,Bachelors,11,744,202,Yes
3,Bachelors,5,580,147,No
15,High School,12,900,506,Yes
10,Masters,10,685,334,Yes
14,Bachelors,16,835,538,Yes
5,Bachelors,7,458,111,No
12,Masters,10,567,362,Yes
11,Bachelors,11,480,348,Yes
10,Bachelors,16,595,405,Yes
7,Bachelors,13,520,350,Yes
0,Bachelors,6,228,147,No
11,Bachelors,14,900,555,Yes
12,Masters,18,630,563,Yes
5,High School,2,307,191,No
0,PhD,9,206,129,No
0,Masters,10,150,166,No
4,PhD,13,532,404,Yes
9,Masters,10,594,336,Yes
10,Bachelors,11,740,345,No
4,Masters,9,792,178,Yes
8,Bachelors,14,397,409,Yes
7,Masters,10,885,272,No
7,Masters,11,607,283,Yes
15,Bachelors,17,900,585,Yes
8,Bachelors,10,631,223,Yes
2,Masters,8,543,265,Yes
5,High School,9,651,219,Yes
8,PhD,12,742,347,Yes
4,Bachelors,7,513,193,No
0,High School,5,501,181,No
11,Masters,9,536,352,Yes
5,Bachelors,11,445,266,Yes
7,PhD,7,778,263,Yes
8,PhD,16,644,466,Yes
9,Masters,11,566,341,Yes
11,Bachelors,12,850,432,Yes
10,High School,15,599,409,Yes
5,PhD,8,427,295,Yes
3,Masters,7,320,272,No
7,High School,8,558,219,No
5,Bachelors,10,449,267,Yes
1,Bachelors,7,443,207,Yes
3,Masters,12,582,187,No
15,Masters,17,900,557,Yes
15,High School,8,717,482,Yes
6,Bachelors,8,565,269,No
9,Bachelors,10,674,425,Yes
6,Masters,11,556,335,Yes
10,High School,8,545,323,Yes
0,PhD,11,467,208,Yes
2,High School,8,650,247,No
10,Bachelors,15,490,448,Yes
1,High School,5,395,240,No
13,Masters,7,644,247,Yes
7,Bachelors,17,543,457,Yes
15,Masters,18,900,620,Yes
6,Masters,11,568,339,No
14,Bachelors,14,597,518,Yes
2,High School,4,368,76,No
13,High School,16,654,565,Yes
2,Bachelors,6,277,183,No
14,Bachelors,16,798,509,Yes
8,Bachelors,10,638,167,Yes
8,PhD,9,563,319,Yes
0,Bachelors,2,507,95,No
13,PhD,13,747,350,Yes
4,PhD,8,428,203,Yes
2,Bachelors,8,478,201,No
12,Masters,14,472,383,Yes
4,Bachelors,8,606,220,Yes
4,High School,8,430,145,No
2,High School,7,456,144,No
11,Masters,21,821,666,Yes
1,Masters,5,265,87,No
5,High School,14,701,260,Yes
3,PhD,13,341,262,Yes
13,Bachelors,18,855,527,Yes
8,Masters,13,676,415,Yes
11,Bachelors,15,411,400,Yes
1,Bachelors,3,159,37,No
14,Bachelors,14,900,562,Yes
3,Bachelors,5,648,224,No
5,PhD,9,454,337,Yes
12,Masters,12,687,381,Yes
13,Bachelors,12,553,400,Yes
5,Masters,9,475,263,Yes
7,Masters,12,789,223,Yes
9,Masters,11,759,353,Yes
14,PhD,21,637,551,Yes
5,High School,13,537,356,Yes
4,Masters,9,593,205,No
1,PhD,7,299,116,No
11,Bachelors,11,744,315,Yes
6,High School,13,545,325,Yes
10,Bachelors,22,413,652,Yes
1,Bachelors,6,474,198,Yes
10,PhD,17,773,574,Yes
1,Bachelors,2,288,36,No
14,Masters,14,820,472,Yes
5,Bachelors,6,500,252,No
0,Bachelors,8,437,199,No
7,Bachelors,8,609,277,Yes
7,Bachelors,9,370,300,Yes
3,Bachelors,8,309,113,No
12,Bachelors,20,822,533,Yes
9,Bachelors,15,722,347,Yes
6,Masters,11,641,300,Yes
3,Bachelors,13,458,269,Yes
6,Bachelors,3,513,100,Yes
8,Bachelors,13,542,373,Yes
2,Bachelors,6,445,88,No
2,Masters,4,515,108,Yes
13,Masters,8,772,327,Yes
14,Masters,12,711,475,Yes
0,High School,5,442,43,No
4,PhD,14,489,441,Yes
5,Masters,15,559,517,Yes
15,Masters,13,730,399,Yes
4,Bachelors,8,343,257,No
10,Masters,18,600,491,Yes
5,Masters,8,604,82,No
4,Bachelors,5,487,164,No
3,Masters,5,502,131,Yes
12,High School,16,867,569,Yes
2,Masters,8,481,108,Yes
9,Masters,14,656,536,Yes
14,Bachelors,17,869,575,Yes
9,Bachelors,12,385,368,Yes
13,Bachelors,8,597,357,Yes
12,Masters,23,675,559,Yes
5,Masters,15,462,314,Yes
2,Bachelors,5,307,192,No
8,Bachelors,8,439,259,Yes
3,PhD,9,456,305,Yes
13,High School,13,824,385,Yes
9,Bachelors,7,658,344,Yes
11,PhD,24,430,685,Yes
15,Masters,16,719,581,Yes
7,Bachelors,11,655,330,Yes
11,Bachelors,9,656,248,Yes
5,Bachelors,12,641,335,Yes
2,Masters,9,170,223,No
0,Masters,11,338,223,Yes
2,Masters,10,457,269,No
9,Masters,12,762,320,Yes
1,Bachelors,3,579,47,No
14,Masters,19,820,615,Yes
4,Masters,13,600,364,Yes
4,Masters,7,511,97,Yes
2,Masters,5,302,100,No
11,Bachelors,14,575,432,Yes
2,PhD,9,247,76,No
1,Bachelors,6,293,135,No
12,Bachelors,16,734,494,Yes
8,High School,11,592,314,Yes
4,Masters,7,629,179,No
4,High School,10,382,245,No
9,PhD,10,509,313,Yes
8,Bachelors,14,639,538,Yes
2,High School,5,490,192,No
11,Masters,16,551,409,Yes
9,Masters,9,734,239,Yes
3,High School,7,491,182,No
3,Bachelors,10,616,213,No
0,Masters,7,487,23,No
13,Bachelors,8,675,331,Yes
0,Masters,8,325,153,No
7,Bachelors,9,527,258,Yes
7,Bachelors,6,517,312,Yes
4,Masters,9,653,372,Yes
5,Bachelors,7,604,221,Yes
2,Bachelors,6,360,223,No
5,Bachelors,8,582,228,Yes
3,Bachelors,8,371,146,No
14,Bachelors,15,751,490,Yes
5,PhD,10,617,318,Yes
5,High School,9,499,244,No
10,Bachelors,13,731,416,Yes
1,Masters,6,259,83,No
12,Masters,17,743,485,Yes
4,Masters,5,358,74,Yes
4,Bachelors,9,482,217,No
5,Masters,6,483,64,No
6,Bachelors,8,711,220,No
10,Bachelors,16,709,406,Yes
11,Masters,13,702,343,Yes
15,Masters,19,900,536,Yes
6,Bachelors,7,437,275,Yes
7,Bachelors,13,612,371,Yes
9,High School,14,561,342,Yes
10,Bachelors,11,691,444,Yes
3,Bachelors,5,549,112,No
11,PhD,15,553,448,Yes
9,High School,4,752,203,No
0,Bachelors,6,413,76,No
3,Bachelors,7,383,190,No
6,Bachelors,11,582,282,No
9,Bachelors,11,631,409,Yes
5,Bachelors,5,638,180,Yes
6,Masters,13,585,416,Yes
15,Masters,15,856,448,Yes
6,PhD,12,575,273,Yes
12,Bachelors,15,649,379,Yes
6,Bachelors,10,433,273,Yes
12,Bachelors,6,809,265,Yes
8,Bachelors,11,687,314,No
2,Masters,5,363,113,No
6,Bachelors,7,281,222,No
14,Masters,19,747,641,Yes
0,Bachelors,4,547,241,No
14,High School,10,840,369,No
13,Masters,19,787,639,Yes
13,PhD,16,787,399,Yes
14,Masters,16,790,546,Yes
4,Masters,12,422,240,Yes
9,PhD,13,885,405,Yes
5,Bachelors,5,617,185,No
14,Bachelors,20,842,576,Yes
4,High School,5,361,214,No
0,Masters,9,230,178,No
4,Bachelors,15,479,378,Yes
3,Bachelors,7,439,212,Yes
0,Masters,4,342,85,No
6,Bachelors,11,441,328,Yes
14,Masters,16,726,577,Yes
9,Bachelors,9,900,386,No
10,PhD,11,695,326,Yes
7,Masters,8,665,267,Yes
1,High School,9,392,235,No
10,Masters,11,720,302,Yes
1,High School,1,353,80,No
8,Masters,12,588,441,Yes
1,Bachelors,5,421,152,No
1,Bachelors,1,426,12,No
10,Masters,13,545,478,Yes
8,Masters,12,486,327,Yes
15,Bachelors,17,900,624,Yes
0,High School,5,387,113,No
5,Bachelors,7,620,273,No
4,Masters,10,499,210,No
8,High School,5,495,261,Yes
9,Bachelors,12,677,435,Yes
8,High School,6,478,204,Yes
11,Masters,12,654,374,Yes
8,Masters,4,739,120,No
11,High School,16,599,532,Yes
4,Bachelors,8,366,179,No
15,Bachelors,19,879,494,Yes
15,Bachelors,16,836,532,Yes
13,Masters,16,747,508,Yes
3,Bachelors,5,540,132,No
7,Masters,17,675,368,Yes
10,Masters,18,759,350,Yes
6,Bachelors,5,397,272,No
1,Bachelors,7,465,180,No
9,Bachelors,13,611,475,Yes
6,Masters,11,276,259,No
9,PhD,14,679,442,Yes
6,High School,14,383,254,Yes
2,PhD,12,404,238,Yes
12,Bachelors,12,755,460,Yes
0,Masters,6,358,94,No
11,PhD,18,723,384,Yes
8,Masters,9,561,161,Yes
7,PhD,19,720,444,Yes
9,Bachelors,6,690,272,No
4,Bachelors,8,413,396,Yes
7,High School,7,566,196,No
9,Masters,17,795,477,Yes
13,Bachelors,7,566,308,Yes
12,High School,14,791,444,Yes
9,Bachelors,16,681,457,Yes
9,Masters,12,812,427,Yes
15,Bachelors,22,900,769,Yes
13,Masters,16,750,544,Yes
9,Masters,13,647,316,Yes
9,PhD,18,767,470,Yes
12,Masters,14,632,580,Yes
12,Bachelors,11,795,435,Yes
7,Masters,17,650,452,Yes
10,Bachelors,13,439,375,Yes
11,High School,15,678,530,Yes
3,Bachelors,14,414,347,Yes
12,PhD,15,743,496,Yes
4,Bachelors,4,465,120,No
5,Masters,10,547,207,Yes
6,Bachelors,4,536,174,Yes
1,Bachelors,7,417,104,No
4,Bachelors,5,424,88,No
7,Bachelors,11,443,380,Yes
3,Masters,14,540,307,Yes
2,Masters,5,190,67,No
7,Masters,13,676,415,Yes
9,Bachelors,11,700,384,Yes
11,Masters,19,800,606,Yes
3,Masters,6,463,259,Yes
5,Bachelors,9,430,346,No
9,Masters,11,514,389,Yes
9,PhD,12,679,427,Yes
1,Masters,5,515,80,No
14,High School,17,900,427,Yes
9,Masters,14,528,443,Yes
1,High School,5,539,89,No
7,Masters,13,637,327,Yes
13,Masters,12,819,468,Yes
9,Bachelors,21,480,605,Yes
0,Bachelors,7,440,167,No
1,Bachelors,5,285,58,No
0,Masters,4,360,82,No
3,Masters,6,430,177,No
10,PhD,10,696,457,Yes
11,Bachelors,12,522,390,Yes
15,Bachelors,15,900,488,Yes
0,Bachelors,3,422,97,No
13,Bachelors,17,710,548,Yes
5,Masters,10,445,250,Yes
2,High School,9,382,349,No
0,Bachelors,3,404,23,No
7,Bachelors,11,325,434,Yes
6,Bachelors,9,441,256,Yes
1,Masters,13,332,264,No
15,High School,9,900,431,Yes
1,Bachelors,5,419,81,No
4,PhD,11,616,238,Yes
11,Masters,20,750,535,Yes
0,Bachelors,3,581,49,No
5,Masters,12,682,327,Yes
11,Masters,17,730,522,Yes
11,Bachelors,18,678,508,Yes
15,Bachelors,14,764,515,Yes
14,Masters,17,660,633,Yes
1,Bachelors,6,376,155,Yes
7,Bachelors,14,421,303,Yes
1,Masters,8,633,281,No
7,PhD,13,465,418,Yes
7,Masters,9,871,212,No
2,Bachelors,7,506,165,No
3,Bachelors,7,576,57,No
11,Bachelors,14,681,506,Yes
11,Masters,6,702,287,Yes
10,Bachelors,8,775,337,Yes
14,PhD,22,770,669,Yes
14,High School,19,705,534,Yes
2,Masters,5,598,54,No
4,Bachelors,5,389,129,Yes
11,Masters,16,618,444,Yes
15,Bachelors,17,720,530,Yes
9,Bachelors,15,536,367,Yes
6,Masters,10,505,254,Yes
13,Bachelors,16,616,361,Yes
8,Masters,14,471,453,Yes
2,Masters,8,481,212,Yes
6,Bachelors,10,580,378,Yes
9,Bachelors,19,700,449,Yes
5,Bachelors,8,416,213,No
3,Masters,4,549,149,No
10,Bachelors,16,683,496,Yes
1,Masters,7,243,215,No
0,Bachelors,7,325,190,No
5,Bachelors,4,575,170,No
7,Bachelors,10,230,334,No
8,High School,11,548,315,Yes
2,Masters,12,370,255,No
6,Bachelors,7,713,273,Yes
4,Masters,9,410,178,Yes
9,Bachelors,12,483,372,Yes
2,Masters,4,510,96,No
1,Masters,5,194,70,No
1,High School,2,381,162,No
15,Bachelors,19,900,577,Yes
11,Masters,14,705,458,Yes
2,High School,2,194,49,No
12,Masters,9,645,258,Yes
5,High School,9,701,307,No
3,Masters,13,432,191,Yes
3,PhD,12,474,168,Yes
14,High School,17,900,516,Yes
0,Bachelors,4,338,62,No
14,Bachelors,17,779,612,Yes
11,Masters,17,775,502,Yes
15,Masters,15,635,550,Yes
5,Bachelors,15,565,315,Yes
5,PhD,7,433,177,No
2,Bachelors,3,509,187,No
14,Masters,14,889,554,Yes
2,High School,6,308,169,No
5,Masters,12,550,327,Yes
2,Bachelors,2,415,102,No
10,High School,8,797,279,Yes
10,Masters,11,663,380,Yes
4,Bachelors,6,583,172,No
10,Bachelors,13,644,392,Yes
5,Bachelors,7,515,235,No
2,PhD,5,507,72,No
10,High School,10,333,425,Yes
5,Bachelors,10,502,409,Yes
12,PhD,13,774,369,Yes
4,Masters,7,436,272,No
10,Bachelors,8,460,381,Yes
4,Masters,5,492,158,No
3,Bachelors,7,698,247,No
1,PhD,4,554,38,No
15,PhD,15,817,511,Yes
1,Masters,6,356,134,Yes
8,Masters,20,530,538,Yes
14,Bachelors,23,883,681,Yes
8,Bachelors,17,617,462,Yes
3,PhD,2,481,83,No
4,Bachelors,6,214,268,No
11,High School,15,461,534,Yes
4,PhD,7,576,199,Yes
7,Masters,11,406,295,Yes
3,Bachelors,5,367,236,No
8,Bachelors,7,606,328,Yes
12,Bachelors,13,728,481,Yes
3,Bachelors,8,536,195,No
13,Bachelors,11,778,469,Yes
2,Masters,7,454,193,No
10,Masters,16,619,449,Yes
0,Bachelors,2,407,23,No
3,Bachelors,3,442,243,No
1,Bachelors,4,291,124,Yes
12,Bachelors,14,366,517,Yes
4,PhD,6,529,203,Yes
6,Masters,10,354,213,No
0,Bachelors,4,320,7,No
10,Bachelors,13,667,341,Yes
1,Masters,6,308,150,No
3,Bachelors,3,421,63,No
15,Masters,12,725,476,Yes
10,Masters,10,642,446,Yes
15,Masters,15,900,561,Yes
14,Masters,19,700,470,Yes
2,Masters,8,238,33,No
0,Bachelors,9,455,60,No
14,Bachelors,13,597,522,Yes
13,PhD,16,753,520,Yes
9,Bachelors,10,580,404,Yes
1,Bachelors,7,559,265,No
13,Bachelors,14,880,467,Yes
9,Masters,16,610,495,Yes
15,Masters,22,834,669,Yes
11,Bachelors,8,876,306,No
15,PhD,17,697,543,Yes
3,Masters,8,440,135,Yes
12,Masters,12,546,443,Yes
4,Bachelors,5,210,167,No
2,Bachelors,2,375,37,No
4,High School,4,683,29,No
15,Bachelors,14,900,537,Yes
1,Masters,9,150,296,No
1,Bachelors,7,261,52,No
2,High School,6,465,194,No
1,High School,5,705,29,No
1,Masters,6,601,216,No
4,Bachelors,6,582,109,No
9,Masters,17,545,511,Yes
0,Bachelors,4,335,30,No
15,Masters,11,900,508,Yes
4,Bachelors,3,150,233,No
1,Bachelors,4,493,16,No
15,PhD,16,900,425,Yes
14,Bachelors,16,883,464,Yes
8,Bachelors,8,535,322,Yes
15,Bachelors,11,790,447,Yes
4,Masters,12,398,290,Yes
3,Bachelors,10,555,379,No
13,Bachelors,11,681,328,Yes
14,PhD,17,737,524,Yes
2,High School,6,233,166,No
2,PhD,12,619,310,Yes
7,High School,12,491,401,Yes
9,Bachelors,19,670,480,Yes
5,Masters,15,631,366,Yes
10,Bachelors,12,679,366,Yes
8,Bachelors,11,864,316,Yes
1,PhD,6,357,46,Yes
12,High School,15,749,451,Yes
5,Masters,10,346,220,Yes
7,Bachelors,11,594,273,Yes
0,PhD,8,282,146,Yes
11,High School,15,747,463,Yes
5,Bachelors,9,496,299,No
11,Bachelors,12,688,328,Yes
3,Masters,8,515,203,No
10,Bachelors,11,778,404,Yes
6,Bachelors,9,463,109,Yes
15,Bachelors,17,822,472,Yes
11,Bachelors,21,431,529,Yes
2,Masters,6,561,172,No
6,Masters,10,559,320,Yes
12,Masters,16,631,542,Yes
13,PhD,19,563,434,Yes
2,Masters,8,698,219,Yes
15,Masters,18,883,548,Yes
14,Bachelors,14,666,438,Yes
14,Masters,11,779,433,Yes
4,Bachelors,12,304,386,Yes
12,Bachelors,17,689,500,Yes
12,Bachelors,12,616,386,Yes
6,Bachelors,5,554,172,Yes
11,Bachelors,9,795,314,Yes
11,Bachelors,15,605,405,Yes
9,High School,16,595,472,Yes
9,Bachelors,12,697,350,Yes
5,PhD,7,573,107,Yes
1,PhD,9,642,259,No
4,High School,5,479,166,No
3,Bachelors,6,348,154,No
0,PhD,10,575,149,Yes
15,Bachelors,25,812,774,Yes
4,Masters,6,501,294,No
3,Bachelors,8,354,74,No
5,Bachelors,6,347,229,No
15,Masters,20,534,625,Yes
14,Masters,11,886,487,Yes
13,Bachelors,21,565,527,Yes
12,Masters,20,705,550,Yes
11,Masters,14,841,439,Yes
1,Bachelors,4,473,101,No
15,Bachelors,23,641,640,Yes
6,Masters,11,490,309,No
7,Bachelors,11,251,445,Yes
3,Bachelors,6,486,109,No
3,Bachelors,11,368,224,Yes
4,Masters,10,452,256,Yes
2,High School,3,470,71,No
13,High School,17,805,616,Yes
10,Masters,13,498,423,Yes
11,Bachelors,8,593,400,Yes
15,Bachelors,12,840,509,Yes
1,Bachelors,6,305,115,No
14,High School,8,900,429,Yes
4,Bachelors,4,464,130,No
13,Bachelors,14,773,499,Yes
6,PhD,13,372,325,Yes
12,Masters,12,627,425,Yes
7,Masters,6,658,311,Yes
7,PhD,10,500,347,Yes
11,High School,8,509,273,No
3,PhD,12,421,170,Yes
1,Masters,10,380,270,No
9,Bachelors,11,532,376,Yes
6,PhD,13,529,388,Yes
3,Bachelors,8,423,352,No
11,Bachelors,23,603,622,Yes
6,PhD,9,568,283,Yes
9,Masters,15,585,367,Yes
15,Bachelors,18,727,650,Yes
11,Bachelors,6,586,286,Yes
1,High School,4,202,0,No
2,High School,7,168,109,No
1,Bachelors,7,338,135,No
13,Masters,11,666,388,Yes
11,High School,11,524,349,Yes
0,PhD,5,452,110,No
8,High School,13,524,348,Yes
13,Masters,9,606,371,Yes
1,Masters,6,328,110,No
0,Masters,9,469,136,No
3,Bachelors,5,485,98,No
1,Bachelors,4,398,93,No
9,High School,8,469,256,Yes
8,Bachelors,13,498,512,Yes
1,Bachelors,8,269,130,No
14,Bachelors,13,847,542,Yes
4,Bachelors,8,438,246,No
12,Masters,17,564,630,Yes
5,Masters,15,578,392,Yes
12,High School,10,900,379,No
7,High School,8,561,217,Yes
7,Bachelors,19,504,497,Yes
6,Masters,12,520,406,Yes
10,PhD,14,592,522,Yes
6,High School,8,647,270,No
6,Bachelors,6,487,147,No
3,High School,5,312,170,No
11,Masters,16,647,403,Yes
3,PhD,7,566,187,No
14,Bachelors,14,724,408,Yes
15,Masters,17,740,608,Yes
3,Masters,14,482,340,Yes
1,High School,3,400,150,No
6,High School,11,558,335,No
7,Bachelors,13,587,366,Yes
1,High School,7,353,225,No
13,PhD,20,668,625,Yes
10,Bachelors,15,644,380,Yes
9,Bachelors,16,395,419,Yes
11,Masters,11,844,294,Yes
13,Bachelors,13,900,474,Yes
2,Masters,6,379,44,No
3,PhD,8,503,183,Yes
10,PhD,12,740,405,Yes
7,Masters,13,488,361,Yes
1,Bachelors,7,247,82,No
3,Bachelors,10,532,200,Yes
0,Bachelors,9,394,235,Yes
5,High School,2,556,64,No
4,Masters,8,448,279,Yes
14,Bachelors,16,575,566,Yes
3,Masters,12,150,242,No
15,Masters,21,801,740,Yes
14,PhD,24,740,706,Yes
13,Bachelors,16,837,630,Yes
3,Masters,10,422,254,Yes
1,Bachelors,6,527,110,No
9,High School,17,807,403,Yes
0,Masters,7,286,125,No
11,Masters,20,898,600,Yes
1,Masters,5,414,107,No
2,Masters,9,193,220,No
11,PhD,8,556,299,Yes
2,Bachelors,6,628,0,No
9,Masters,11,743,350,Yes
7,Bachelors,7,603,341,No
12,Masters,19,639,447,Yes
4,Bachelors,15,637,369,Yes
2,High School,5,291,75,No
11,Bachelors,9,875,379,No
10,PhD,13,625,318,Yes
12,Bachelors,16,628,545,Yes
11,Masters,16,714,435,Yes
14,Bachelors,10,900,341,Yes
14,Masters,12,692,349,Yes
1,Bachelors,2,428,39,No
13,Masters,13,705,489,Yes
6,Bachelors,9,492,286,No
9,Masters,22,822,568,Yes
0,Masters,10,325,196,Yes
6,Bachelors,12,617,415,Yes
12,High School,8,760,315,Yes
14,High School,15,900,574,Yes
11,Bachelors,9,621,433,Yes
4,Bachelors,9,356,283,Yes
12,Masters,12,801,392,Yes
0,Masters,5,150,128,No
15,Masters,9,672,398,Yes
11,Bachelors,10,654,414,Yes
6,Bachelors,17,471,416,Yes
12,Masters,15,724,480,Yes
3,Bachelors,10,442,209,No
7,High School,8,592,299,Yes
9,Bachelors,11,798,292,Yes
10,Bachelors,10,578,323,Yes
3,Masters,9,553,261,No
7,Masters,14,581,430,Yes
11,Bachelors,9,405,352,Yes
8,Bachelors,18,513,524,Yes
1,Bachelors,5,282,126,No
11,Masters,12,674,486,Yes
6,Masters,13,477,318,Yes
11,Bachelors,17,487,592,Yes
12,Bachelors,9,702,282,Yes
12,PhD,12,750,336,Yes
12,PhD,13,900,400,Yes
12,Masters,15,710,445,Yes
15,Bachelors,16,682,560,Yes
2,High School,3,690,177,No
7,Bachelors,12,428,373,No
9,Bachelors,13,710,389,Yes
12,Masters,13,690,516,Yes
12,Bachelors,9,610,358,Yes
10,High School,8,661,428,Yes
11,Masters,14,843,432,Yes
9,Masters,16,648,498,Yes
13,Bachelors,18,814,556,Yes
2,Bachelors,4,263,112,No
3,Masters,10,599,232,Yes
2,Bachelors,8,209,152,No
4,PhD,12,516,254,Yes
11,PhD,12,748,365,Yes
5,Bachelors,9,579,197,Yes
13,Bachelors,17,810,580,Yes
8,Bachelors,14,699,330,Yes
8,PhD,12,537,309,Yes
13,Bachelors,9,757,319,Yes
6,Bachelors,6,378,197,No
10,High School,4,792,225,No
9,Masters,13,417,451,Yes
3,Bachelors,4,260,148,No
5,PhD,7,533,187,Yes
15,Masters,12,900,441,Yes
14,Masters,16,755,427,Yes
12,Bachelors,13,666,401,Yes
14,Bachelors,13,772,425,Yes
11,High School,16,605,480,Yes
15,Masters,18,900,614,Yes
1,Bachelors,2,234,57,No
13,Masters,19,765,583,Yes
0,Bachelors,3,495,70,No
12,High School,12,602,450,Yes
10,High School,12,896,403,Yes
4,Bachelors,5,313,140,Yes
9,PhD,15,750,512,Yes
13,Masters,20,799,518,Yes
1,Bachelors,5,379,164,No
7,Bachelors,7,761,269,No
7,Bachelors,7,561,216,Yes
2,Masters,4,395,89,No
9,Masters,15,313,392,Yes
8,Bachelors,8,586,216,No
13,Masters,23,840,621,Yes
0,Bachelors,6,382,147,No
6,Masters,5,487,246,No
0,Bachelors,4,386,69,No
8,Bachelors,8,437,255,Yes
1,Bachelors,8,271,186,No
2,Masters,8,451,228,No
12,Bachelors,11,802,485,Yes
4,Bachelors,4,651,153,No
0,Masters,5,260,0,No
15,High School,19,900,680,Yes
13,Masters,20,770,605,Yes
9,Masters,10,602,285,Yes
9,Masters,10,772,408,Yes
8,Masters,13,662,461,Yes
12,Masters,14,601,385,Yes
6,Bachelors,12,585,341,Yes
7,Bachelors,8,567,271,Yes
8,High School,11,527,314,Yes
11,Bachelors,14,793,443,Yes
12,Bachelors,17,809,551,Yes
2,Bachelors,8,365,115,No
15,Bachelors,16,584,521,Yes
3,Masters,10,485,239,Yes
1,Masters,3,417,27,No
3,Masters,11,317,281,No
0,Bachelors,3,458,42,No
3,Masters,6,418,100,Yes
9,High School,8,541,277,Yes
14,Masters,13,817,499,Yes
9,Masters,11,836,368,Yes
9,High School,12,535,403,No
15,Bachelors,16,900,575,Yes
6,Bachelors,8,604,272,Yes
14,Masters,16,824,558,Yes
2,Bachelors,7,376,252,No
3,Masters,6,533,185,No
15,Bachelors,12,900,572,Yes
2,Masters,4,349,54,No
6,Masters,7,605,248,Yes
0,Bachelors,5,356,65,No
5,High School,14,829,359,No
11,Bachelors,16,693,496,Yes
8,Masters,14,869,420,Yes
0,PhD,5,591,151,No
12,Masters,9,740,370,Yes
6,Masters,11,615,329,Yes
4,Masters,3,317,6,Yes
7,Masters,8,476,178,Yes
1,Masters,13,279,197,No
12,Masters,12,622,345,Yes
13,High School,15,726,542,Yes
7,Bachelors,10,416,243,Yes
5,Bachelors,10,468,311,Yes
9,Masters,11,755,373,Yes
7,Bachelors,13,592,347,Yes
9,Masters,8,648,249,Yes
7,Bachelors,8,604,265,Yes
15,Bachelors,23,900,627,Yes
5,High School,10,517,249,Yes
10,Bachelors,7,680,217,Yes
9,High School,14,588,378,Yes
11,Bachelors,16,783,479,Yes
13,Bachelors,20,757,679,Yes
5,Bachelors,7,287,274,Yes
4,Masters,8,548,191,Yes
2,Bachelors,6,328,165,No
4,Bachelors,5,438,150,No
14,Masters,17,900,556,Yes
13,Masters,15,769,422,Yes
15,Masters,18,900,483,Yes
12,Masters,12,850,481,Yes
3,Bachelors,8,327,155,No
1,Bachelors,2,407,50,No
13,Masters,12,836,417,Yes
3,Bachelors,8,492,171,Yes
0,PhD,15,451,313,Yes
0,Masters,9,499,137,No
0,Masters,3,239,0,No
10,PhD,19,654,534,Yes
15,High School,19,748,678,Yes
9,Bachelors,9,683,255,No
2,Masters,6,307,300,Yes
13,Bachelors,14,825,564,Yes
0,Bachelors,4,317,29,No
15,Bachelors,15,759,461,Yes
10,Masters,17,626,577,Yes
0,PhD,14,391,213,Yes
11,Bachelors,12,503,410,Yes
10,Masters,15,585,373,Yes
8,Masters,11,764,381,Yes
6,Bachelors,7,401,237,No
5,Masters,8,226,141,No
8,High School,3,478,231,Yes
9,Bachelors,17,556,471,Yes
13,Masters,20,864,685,Yes
1,Masters,6,353,78,Yes
5,Bachelors,9,218,195,No
8,PhD,13,701,320,Yes
6,Masters,10,496,346,Yes
9,PhD,13,630,489,Yes
3,Bachelors,9,281,249,No
5,Bachelors,6,521,187,Yes
2,Bachelors,8,368,262,No
9,Masters,11,717,341,Yes
10,Bachelors,12,592,420,Yes
14,Bachelors,10,798,386,Yes
3,Bachelors,8,293,273,Yes
14,Bachelors,16,830,514,Yes
1,Masters,5,463,0,No
0,Masters,4,150,0,No
15,High School,19,837,589,Yes
0,Bachelors,8,270,150,No
0,Masters,1,444,0,No
11,Masters,22,742,437,Yes
11,Masters,14,590,422,Yes
7,Masters,9,532,268,Yes
2,Masters,5,389,0,No
14,Masters,17,900,563,Yes
0,Bachelors,2,359,0,No
3,Bachelors,5,481,0,No
1,High School,3,274,131,No
14,Masters,13,900,410,Yes
9,Masters,16,812,511,Yes
15,Bachelors,13,900,326,Yes
12,Bachelors,10,722,325,Yes
11,Masters,25,644,681,Yes
10,Bachelors,13,539,443,Yes
1,Bachelors,5,250,195,No
0,High School,6,373,170,No
3,Bachelors,4,407,0,No
13,PhD,14,900,494,Yes
0,Bachelors,4,348,126,No
0,Bachelors,7,548,163,No
0,Masters,4,295,18,No
13,Bachelors,12,654,444,Yes
14,PhD,17,790,448,Yes
0,Bachelors,6,460,120,No
4,Bachelors,9,708,326,Yes
14,Masters,14,900,593,Yes
13,Bachelors,7,803,409,Yes
7,PhD,14,515,380,Yes
5,PhD,6,448,272,No
5,Bachelors,2,476,136,No
6,Bachelors,4,636,113,Yes
14,Masters,23,874,564,Yes
15,High School,17,845,519,Yes
13,High School,7,711,389,Yes
8,High School,6,573,263,Yes
